Country.Region,b,Asym,xmid,P(b),P(Asym),P(xmid),deviance,converged,nbiter
Sierra Leone,0.024930155782227112,25728.741739489942,18446.666608979936,8.280732424200343e-4,0.5961965611244502,8.476160558354452e-164,223.30307905416407,1,32
Singapore,0.018946467487319235,2900605.495788643,18466.058248937148,3.6241494793485727e-4,0.5542848070079887,3.3777598534812947e-156,6111531.907213767,0,50
Sint Maarten (Dutch part),0.12385731918863482,78.28250706165177,18357.21301167564,4.956494027598897e-39,6.261581408550259e-68,0,268.3942716635397,1,13
Slovak Republic,0.03240059876680164,4194.70491394466,18379.82862235502,6.567989826214572e-35,7.590652363601278e-19,7.659190465595245e-267,34097.60845273247,1,23
Slovenia,0.07719430521039963,1533.42923777886,18346.232192782136,6.202864257415696e-77,1.3622873856637725e-106,0,19899.04140698956,1,16
Somalia,0.1152689321140091,817.9424748999363,18374.467644591557,8.002136400773008e-19,6.542950834770635e-13,2.1365665366561293e-301,4512.896598966229,1,19
South Africa,0.03190044761478455,12101.254884139202,18379.609124386163,7.242533015728991e-13,7.808272454711831e-6,8.376676466491576e-232,1675280.7260772681,1,30
South Sudan,0.4334402721122522,4.3253148558786805,18358.587434815014,9.378511011993669e-22,4.7633037803697265e-85,0,2.9855420795488032,1,21
Spain,0.0817025899511729,243729.25652968333,18351.502441661825,2.9750412529636416e-73,2.695581979691939e-98,0,446269752.25927246,1,12
Sri Lanka,0.02003780385915,2372.2266079449105,18406.819420538654,4.427522220833118e-6,0.059726361372311756,5.197757203548501e-184,28091.236881049415,1,27
St. Martin (French part),0.10881273661993963,40.74783569490303,18349.828931558248,2.5777371410049424e-29,8.033614959266537e-63,0,210.9909114785627,1,24
Sudan,0.019919272539533437,649893.6608773653,18481.483338201608,0.04345636688706623,0.8176923264134739,6.017245119929039e-130,2057.93494205668,0,50
Suriname,0.23956610596447495,10.061525750352988,18341.646832012604,1.1342434909840577e-39,7.729238321229713e-110,0,9.094465303304437,1,21
Sweden,0.03665291501362678,44058.35941013333,18374.038933366646,1.4631608845355202e-62,1.6563974434966471e-46,8.451325641445042e-306,1445111.199027654,1,26
Switzerland,0.0986353793621725,30226.878894657206,18346.466015928992,8.036063032830212e-104,1.2639721682897554e-142,0,2389047.4542888287,1,14
Syrian Arab Republic,0.06598752440069185,64.08793446723337,18361.76220423955,2.0860683777073748e-24,9.837930926993856e-28,6.160424737247141e-299,150.05697725089723,1,13
Taiwan,0.1025107476056653,437.68985443430296,18341.73038866688,1.0741499165240863e-29,1.7927000539490712e-70,0,34603.18575119662,1,30
Tanzania,0.15639131594043293,448.64376053417345,18370.00407597847,4.0597973102583506e-13,8.421912965972876e-17,1.890475485e-315,10553.823500483197,1,27
Thailand,0.11404532899094362,2970.207031956055,18347.368393185865,1.733770735673185e-77,2.2265640039085883e-120,0,91633.83287190489,1,21
Timor-Leste,0.4135925801704062,24.117812924603168,18366.48841371646,4.249537620168997e-23,3.947276613372998e-69,0,55.2827128062631,1,30
Togo,0.08658256693075686,105.1842052932132,18352.511010213577,3.5193344983138917e-31,1.173808496260849e-53,0,840.9171940566778,1,21
Trinidad and Tobago,0.1656225381506196,115.3121167740335,18343.655356102616,3.731326392759823e-44,1.942506821180263e-102,0,1020.0501132839582,1,18
